"노선
번호","지 점
번 호",조사 위치,,,,구    간,이정 (km),"연장
(km)","차
로
수","시
간",2018,2019,2020,2021,계,승용차,버스,소형 화물차,,중형 화물차,,,대형 화물차,,,,
,,도,시/군,구/면,동/리,,,,,,,,,,,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종
,17101,경기,오산,,양산,서오산JCT ~ 안녕IC,0~2.6,2.6 ,6,수,"46,667 ","49,115 ","50,123 ","50,650 ","51,317 ","41,978 ",728 ,"4,923 ","1,391 ","1,365 ",458 ,248 ,-   ,-   ,208 ,-   ,18 
용인서울선,흥덕 - 헌릉,,,,,,,22.9 ,,12,"67,596 ","70,843 ","69,380 ","70,984 ","68,043 ","62,375 ",512 ,"4,009 ",386 ,304 ,361 ,79 ,1 ,-   ,11 ,3 ,2 
,,,,,,,,,,24,"93,911 ","99,644 ","98,278 ","99,694 ","97,042 ","89,114 ",809 ,"5,346 ",637 ,523 ,497 ,93 ,1 ,-   ,17 ,3 ,2 
,17111,경기,용인,기흥,영덕,흥덕IC ~ 광교상현IC,0~3.2,3.2 ,6,수,"75,111 ","94,991 ","94,014 ","94,651 ","91,483 ","83,275 ",359 ,"5,532 ",871 ,577 ,772 ,61 ,2 ,-   ,21 ,9 ,4 
,17112,경기,용인,수지,성복,광교상현IC ~ 서수지IC,3.1~6.3,3.1 ,6,수,"99,514 ","132,985 ","130,371 ","131,512 ","128,794 ","118,364 ",766 ,"7,428 ",621 ,562 ,884 ,135 ,2 ,-   ,28 ,1 ,3 
,17113,경기,용인,수지,신봉,서수지IC ~ 서분당IC,6.3~10.5,4.2 ,6,수,"127,951 ","141,048 ","133,815 ","133,061 ","129,664 ","119,067 ","1,327 ","6,784 ","1,142 ",746 ,441 ,122 ,1 ,-   ,22 ,8 ,4 
,17114,경기,성남,분당,대장,서분당IC ~ 서판교IC,10.5~13.6,3.1 ,6,수,"120,251 ","135,836 ","130,233 ","123,488 ","123,707 ","113,750 ","1,257 ","7,034 ",357 ,595 ,607 ,95 ,1 ,-   ,10 ,-   ,1 
,17115,경기,성남,수정,금토,서판교IC ~ 금토JCT,13.6~16.3,2.7 ,6,수,"87,568 ","64,854 ","68,270 ","99,790 ","98,437 ","90,131 ",888 ,"5,412 ",768 ,696 ,358 ,161 ,-   ,-   ,19 ,-   ,4 
,17115-1,경기,성남,수정,금토,금토JCT ~ 고등IC,16.3~18.4,2.1 ,6,수,-     ,-     ,-     ,"62,146 ","59,265 ","54,541 ",504 ,"2,811 ",672 ,374 ,274 ,76 ,-   ,-   ,13 ,-   ,-   
,17116,경기,성남,수정,고등,고등IC ~ 헌릉IC,18.4~22.9,4.5 ,4,수,"57,117 ","53,521 ","56,029 ","51,291 ","47,099 ","43,714 ",462 ,"2,417 ",106 ,167 ,201 ,24 ,-   ,-   ,8 ,-   ,-   
새만금포항선지선,익산 - 소양,,,,,,,16.8 ,,12,"18,493 ","19,249 ","15,963 ","17,394 ","20,635 ","12,692 ",398 ,"1,964 ",826 ,"1,556 ",340 ,"1,496 ",1 ,1 ,"1,046 ",16 ,299 
,,,,,,,,,,24,"24,923 ","25,772 ","21,195 ","22,745 ","27,079 ","16,315 ",498 ,"2,539 ","1,141 ","2,222 ",451 ,"2,041 ",2 ,1 ,"1,427 ",21 ,421 
,02000-1,전북,익산,왕궁,구덕,익산JCT ~ 완주IC,0~7.6,7.6 ,4,상*,"31,489 ","32,941 ","31,457 ","34,936 ","33,504 ","20,101 ",603 ,"3,067 ","1,438 ","2,817 ",509 ,"2,587 ",-   ,1 ,"1,885 ",28 ,468 
,02000-2,전북,완주,봉동,구만,완주IC ~ 완주JCT,7.6~10.5,2.9 ,4,수*,"33,953 ","34,569 ","34,582 ","37,563 ","37,586 ","22,939 ",695 ,"3,491 ","1,552 ","3,037 ",578 ,"2,763 ",-   ,1 ,"1,970 ",30 ,530 
,02000-5,전북,완주,소양,명덕,완주JCT ~ 소양IC,10.5~16.8,6.3 ,4,수*,"13,036 ","13,274 ","12,852 ","13,057 ","14,486 ","8,699 ",280 ,"1,463 ",594 ,"1,128 ",322 ,"1,050 ",5 ,-   ,624 ,8 ,313 
호남선지선,논산 - 서대전,,,,,,,34.4 ,,12,"34,533 ","37,485 ","34,789 ","36,021 ","36,271 ","25,038 ",718 ,"3,950 ","1,658 ","2,199 ","1,081 ","1,015 ",1 ,-   ,500 ,42 ,69 
,,,,,,,,,,24,"45,963 ","47,949 ","45,302 ","47,447 ","47,741 ","31,823 ",868 ,"4,959 ","2,396 ","3,484 ","1,628 ","1,522 ",1 ,-   ,892 ,70 ,98 
,25101,충남,논산,연무,고내,논산JCT ~ 논산IC,0~5.5,5.5 ,4,수*,"40,814 ","42,103 ","39,816 ","42,033 ","43,005 ","28,614 ",782 ,"4,451 ","2,161 ","3,167 ","1,477 ","1,394 ",1 ,-   ,804 ,63 ,91 
,25102,충남,논산,연무,양지,논산IC ~ 양촌하이패스IC,5.5~15.4,9.9 ,4,수*,"45,999 ","48,150 ","45,961 ","47,584 ","47,407 ","31,611 ",864 ,"4,927 ","2,377 ","3,452 ","1,614 ","1,511 ",1 ,-   ,882 ,70 ,98 
,25102-1,충남,논산,양촌,산직,양촌하이패스IC ~ 계룡IC,15.4~28,12.6 ,4,수*,"46,636 ","48,914 ","44,664 ","48,846 ","48,446 ","32,356 ",883 ,"5,034 ","2,421 ","3,510 ","1,640 ","1,532 ",1 ,-   ,899 ,71 ,99 
,25103,충남,논산,두마,왕대,계룡IC ~ 서대전JCT,28~34.4,6.4 ,4,상,"49,018 ","50,760 ","50,260 ","49,100 ","50,935 ","33,860 ",916 ,"5,296 ","2,579 ","3,753 ","1,754 ","1,630 ",1 ,-   ,970 ,73 ,103 
,서대전 - 유성,,,,,,,11.3 ,,12,"40,842 ","44,049 ","42,901 ","47,288 ","46,522 ","32,387 ",747 ,"4,773 ","1,871 ","2,956 ","1,352 ","1,319 ",2 ,-   ,848 ,46 ,221 
,,,,,,,,,,24,"54,147 ","57,923 ","56,682 ","62,347 ","61,289 ","42,135 ",957 ,"6,192 ","2,530 ","4,205 ","1,846 ","1,821 ",3 ,-   ,"1,237 ",66 ,297 
,25104,대전,,유성,원내,서대전JCT ~ 유성IC,34.4~42.8,8.4 ,4,상*,"50,282 ","55,017 ","53,938 ","59,907 ","59,112 ","40,725 ",927 ,"5,988 ","2,426 ","4,003 ","1,768 ","1,745 ",2 ,-   ,"1,178 ",63 ,287 
,25105,대전,,유성,장대,유성IC ~ 유성JCT,42.8~45.7,2.9 ,4,수*,"65,340 ","66,337 ","64,635 ","69,416 ","67,596 ","46,220 ","1,045 ","6,783 ","2,830 ","4,791 ","2,073 ","2,043 ",4 ,-   ,"1,406 ",74 ,327 
호남선지선,유성 - 회덕,,,,,,,8.2 ,,12,"50,945 ","55,557 ","54,135 ","60,125 ","56,087 ","40,518 ",831 ,"5,903 ","1,934 ","2,781 ","1,471 ","1,396 ",4 ,-   ,857 ,31 ,361 
,,,,,,,,,,24,"67,145 ","71,493 ","71,183 ","79,541 ","73,933 ","51,634 ","1,025 ","7,370 ","2,648 ","4,927 ","2,034 ","2,118 ",4 ,-   ,"1,602 ",56 ,515 
,25105-1,대전,,유성,하기,유성JCT ~ 북대전IC,45.7~50.3,4.6 ,4,수*,"61,880 ","67,191 ","65,653 ","73,099 ","71,547 ","50,127 ",996 ,"7,118 ","2,543 ","4,704 ","1,940 ","2,039 ",4 ,-   ,"1,530 ",54 ,492 
,25106,대전,,유성,화암,북대전IC ~ 회덕JCT,50.3~53.9,3.6 ,4,수*,"73,870 ","76,990 ","78,251 ","87,778 ","76,983 ","53,559 ","1,063 ","7,693 ","2,782 ","5,212 ","2,154 ","2,220 ",4 ,-   ,"1,694 ",58 ,544 
고창담양선,고창 - 장성,,,,,,,42.3 ,,12,"12,926 ","13,670 ","13,404 ","14,415 ","15,557 ","10,849 ",228 ,"1,892 ",702 ,904 ,276 ,355 ,-   ,1 ,286 ,5 ,59 
,,,,,,,,,,24,"16,431 ","16,823 ","16,696 ","17,812 ","19,595 ","13,291 ",285 ,"2,369 ",923 ,"1,343 ",418 ,497 ,-   ,1 ,383 ,9 ,76 
,25301,전북,고창,고수,남산,고창JCT ~ 남고창IC,0~2.5,2.5 ,4,수*,"16,907 ","16,554 ","15,931 ","17,941 ","20,326 ","14,096 ",304 ,"2,362 ",957 ,"1,467 ",467 ,419 ,-   ,1 ,216 ,7 ,30 
,25301-1,전북,고창,고수,부곡,남고창IC ~ 장성물류IC,2.5~12.6,10.1 ,4,수*,"20,773 ","20,673 ","20,183 ","20,724 ","23,270 ","16,061 ",351 ,"2,710 ","1,109 ","1,701 ",551 ,488 ,-   ,1 ,254 ,7 ,37 
,25302,전남,장성,서삼,송현,장성물류IC ~ 장성JCT,12.6~17.2,4.6 ,4,수*,"16,611 ","19,111 ","19,702 ","20,759 ","22,586 ","15,706 ",336 ,"2,627 ","1,061 ","1,602 ",515 ,457 ,-   ,1 ,242 ,6 ,33 
,25303,전남,장성,장성,야은,장성JCT ~ 북광주IC,17.2~28.9,11.7 ,4,수*,"12,367 ","12,952 ","13,611 ","15,112 ","15,906 ","10,720 ",230 ,"1,934 ",739 ,"1,057 ",327 ,438 ,-   ,-   ,373 ,9 ,79 
,25304,전남,장성,진원,진원,북광주IC ~ 담양JCT,28.9~37.2,8.3 ,4,수*,"19,670 ","19,448 ","18,689 ","19,943 ","22,670 ","15,160 ",321 ,"2,848 ","1,066 ","1,487 ",443 ,641 ,-   ,1 ,570 ,10 ,123 
,25305,전남,담양,창평,유산,담양JCT ~ 대덕JCT,37.2~42.3,5.1 ,4,상*,"11,576 ","11,940 ","11,414 ","12,104 ","12,709 ","8,092 ",164 ,"1,685 ",600 ,763 ,209 ,490 ,-   ,-   ,562 ,11 ,133 
대전남부순환선,서대전 - 산내,,,,,,,13.3 ,,12,"25,628 ","27,604 ","26,644 ","28,483 ","30,598 ","23,525 ",479 ,"3,482 ",883 ,"1,077 ",554 ,378 ,-   ,-   ,183 ,5 ,32 
,,,,,,,,,,24,"33,862 ","36,025 ","34,420 ","36,581 ","39,811 ","30,174 ",582 ,"4,461 ","1,260 ","1,600 ",825 ,551 ,-   ,-   ,295 ,9 ,54 
,30001,대전,,유성,원내,서대전JCT ~ 서대전IC,0~1.1,1.1 ,4,상,"41,496 ","45,186 ","41,707 ","44,607 ","45,795 ","35,044 ",662 ,"5,235 ","1,386 ","1,666 ",870 ,570 ,-   ,-   ,298 ,8 ,56 
,30002,대전,,서,관저,서대전IC ~ 안영IC,1.1~5.7,4.6 ,4,상*,"37,809 ","41,874 ","39,931 ","41,024 ","42,840 ","32,522 ",628 ,"4,785 ","1,346 ","1,702 ",882 ,589 ,-   ,-   ,318 ,9 ,59 
,30003,대전,,중,안영,안영IC ~ 산내JCT,5.7~13.3,7.6 ,4,수*,"30,370 ","31,160 ","30,030 ","32,728 ","37,113 ","28,048 ",543 ,"4,152 ","1,190 ","1,529 ",784 ,526 ,-   ,-   ,281 ,9 ,51 
상주영천선,영천 - 낙동,,,,,,,94.3 ,,12,"16,924 ","19,505 ","21,366 ","22,093 ","24,085 ","15,411 ",711 ,"2,115 ",977 ,"1,882 ","1,084 ","1,261 ",101 ,100 ,313 ,-   ,130 
,,,,,,,,,,24,"23,097 ","26,516 ","29,038 ","28,580 ","30,787 ","19,702 ",908 ,"2,703 ","1,249 ","2,406 ","1,384 ","1,611 ",130 ,128 ,400 ,-   ,166 
,30101,경북,영천,고경,오류,영천JCT ~ 동영천IC,0~10.9,10.9 ,4,수,"17,457 ","21,214 ","21,744 ","20,331 ","23,443 ","14,978 ",708 ,"2,066 ",963 ,"1,800 ","1,055 ","1,265 ",102 ,95 ,291 ,-   ,120 
,30102,경북,영천,,오미,동영천IC ~ 화산JCT,10.9~19.3,8.4 ,4,수,"18,094 ","21,510 ","22,395 ","21,849 ","24,001 ","15,330 ",713 ,"2,112 ",981 ,"1,871 ","1,093 ","1,263 ",102 ,101 ,307 ,-   ,128 
,30103,경북,영천,화산,화산,화산JCT ~ 신녕IC,19.3~26.3,7.0 ,4,수,"24,372 ","28,184 ","29,795 ","29,627 ","31,035 ","19,877 ",920 ,"2,731 ","1,263 ","2,421 ","1,388 ","1,614 ",128 ,128 ,398 ,-   ,167 
,30104,경북,영천,신녕,화남,신녕IC ~ 동군위IC,26.3~42.1,15.8 ,4,수,"25,888 ","29,780 ","33,300 ","33,796 ","35,425 ","22,668 ","1,049 ","3,113 ","1,448 ","2,748 ","1,596 ","1,867 ",147 ,147 ,449 ,-   ,193 
,30105,경북,군위,효령,금매,동군위IC ~ 군위JCT,42.1~53.1,11.0 ,4,수,"26,649 ","26,949 ","27,528 ","26,743 ","28,506 ","18,075 ",867 ,"2,505 ","1,179 ","2,262 ","1,358 ","1,489 ",113 ,124 ,387 ,-   ,147 
,30106,경북,구미,장천,오로,군위JCT ~ 서군위하이패스IC,53.1~65.7,12.6 ,4,수,"19,609 ","22,589 ","27,927 ","28,204 ","30,676 ","19,674 ",898 ,"2,683 ","1,227 ","2,414 ","1,359 ","1,573 ",127 ,134 ,417 ,-   ,170 
,30107,경북,군위,소보,달산,서군위하이패스IC ~ 도개IC,65.7~82.2,16.5 ,4,수,"22,932 ","28,351 ","30,752 ","30,677 ","32,779 ","21,007 ",950 ,"2,878 ","1,319 ","2,579 ","1,456 ","1,704 ",142 ,135 ,433 ,-   ,176 
,30108,경북,상주,낙동,장곡,도개IC ~ 상주JCT,82.2~90.5,8.3 ,4,수,"25,893 ","27,429 ","32,321 ","30,834 ","34,229 ","22,003 ",987 ,"3,000 ","1,367 ","2,671 ","1,496 ","1,799 ",152 ,136 ,428 ,-   ,190 
,30109,경북,상주,낙동,상촌,상주JCT ~ 낙동JCT,90.5~94.3,3.8 ,6,수,"33,173 ","39,071 ","39,729 ","36,818 ","37,914 ","24,373 ","1,111 ","3,311 ","1,526 ","2,929 ","1,687 ","1,969 ",161 ,150 ,486 ,-   ,211 
수도권제2순환선(봉담),동탄 - 서오산,,,,,,,9.3 ,,12,"40,834 ","44,718 ","48,788 ","54,442 ","59,838 ","42,984 ","1,272 ","7,681 ","3,276 ","2,627 ",651 ,789 ,5 ,2 ,389 ,24 ,138 
,,,,,,,,,,24,"55,668 ","61,175 ","67,233 ","74,368 ","82,490 ","59,746 ","1,815 ","9,693 ","4,635 ","3,746 ",969 ,"1,009 ",6 ,2 ,669 ,44 ,156 
,40001,경기,화성,동탄,금곡,동탄JCT ~ 북오산IC,0~3.7,3.7 ,4,수,"58,612 ","60,692 ","64,654 ","70,602 ","82,334 ","59,254 ","1,973 ","9,899 ","4,635 ","3,738 ",912 ,"1,040 ",5 ,1 ,653 ,64 ,160 
,40002,경기,오산,,지곶,북오산IC ~ 서오산JCT,3.7~9.3,5.6 ,4,수,"53,724 ","61,497 ","68,937 ","76,854 ","82,590 ","60,071 ","1,711 ","9,557 ","4,635 ","3,751 ","1,006 ",988 ,6 ,2 ,680 ,30 ,153 
수도권제2순환선(인천),인천 - 김포,,,,,,,28.6 ,,12,"41,040 ","43,801 ","49,280 ","49,068 ","49,224 ","30,746 ",229 ,"8,627 ","3,325 ","2,485 ","1,551 ",951 ,39 ,-   ,"1,121 ",1 ,149 
,,,,,,,,,,24,"50,865 ","54,527 ","62,022 ","61,990 ","62,472 ","40,097 ",293 ,"10,077 ","3,981 ","3,112 ","2,005 ","1,176 ",53 ,-   ,"1,505 ",2 ,171 
,40003,인천,,서,원창,시점IC ~ 남청라IC,0~9.2,9.2 ,6,수,"63,415 ","67,733 ","76,912 ","76,458 ","77,184 ","50,618 ",372 ,"10,678 ","4,401 ","3,688 ","3,031 ","1,478 ",31 ,-   ,"2,641 ",1 ,245 
,40004,인천,,서,경서,남청라IC ~ 북청라IC,9.2~14.3,5.1 ,6,수,"59,450 ","64,058 ","72,888 ","73,567 ","74,576 ","46,322 ",323 ,"13,275 ","4,532 ","4,050 ","2,604 ","1,633 ",33 ,-   ,"1,585 ",3 ,216 
,40005,인천,,서,오류,북청라IC ~ 검단양촌IC,14.3~19.1,4.8 ,6,수,"56,072 ","61,185 ","68,965 ","71,017 ","72,821 ","46,885 ",297 ,"13,173 ","4,871 ","3,792 ","1,229 ","1,277 ",52 ,-   ,"1,039 ",7 ,199 
,40006,경기,김포,양촌,학운,검단양촌IC ~ 대곶IC,19.1~24.7,5.6 ,4,수,"38,123 ","40,660 ","45,474 ","44,969 ","43,804 ","27,269 ",234 ,"7,717 ","3,731 ","2,197 ",963 ,749 ,141 ,-   ,722 ,2 ,79 
,40007,경기,김포,대곶,오니산,대곶IC ~ 서김포통진IC,24.7~28.6,3.9 ,4,수,"21,917 ","22,624 ","27,909 ","26,053 ","26,007 ","17,204 ",146 ,"4,054 ","1,530 ","1,000 ","1,250 ",357 ,6 ,-   ,422 ,-   ,38 
수도권제2순환선(봉담),화성 - 마도,,,,,,,16.3 ,,12,-     ,-     ,-     ,"19,551 ","23,278 ","15,186 ",493 ,"3,939 ","1,795 ",853 ,648 ,172 ,48 ,-   ,118 ,-   ,26 
,,,,,,,,,,24,-     ,-     ,-     ,"24,510 ","28,805 ","18,797 ",611 ,"4,876 ","2,222 ","1,054 ",803 ,212 ,57 ,-   ,144 ,-   ,29 
,40011,경기,화성,봉담,분천,화성JCT ~ 남봉담IC,0~0.9,0.9 ,4,수,-     ,-     ,-     ,"19,444 ","26,301 ","17,632 ",513 ,"4,628 ","1,857 ",747 ,570 ,166 ,53 ,-   ,110 ,-   ,25 
,40012,경기,화성,봉담,상기,남봉담IC ~ 남비봉팔탄IC,0.9~6.8,5.9 ,4,수,-     ,-     ,-     ,"26,246 ","36,070 ","24,530 ",690 ,"6,214 ","2,440 ",968 ,762 ,226 ,71 ,-   ,141 ,-   ,28 
,40013,경기,화성,팔탄,창곡,남비봉팔탄IC ~ 팔탄JCT,6.8~8.9,2.1 ,4,수,-     ,-     ,-     ,"25,610 ","30,929 ","20,315 ",623 ,"5,912 ","1,970 ",971 ,702 ,209 ,57 ,-   ,140 ,-   ,30 
,40014,경기,화성,남양,활초,팔탄JCT ~ 화성IC,8.9~14,5.1 ,4,수,-     ,-     ,-     ,"24,998 ","22,803 ","13,600 ",583 ,"3,678 ","2,496 ","1,170 ",868 ,204 ,45 ,-   ,130 ,-   ,29 
,40015,경기,화성,남양,신남,화성IC ~ 마도IC,14~15.8,1.8 ,4,수,-     ,-     ,-     ,"22,693 ","26,822 ","17,469 ",588 ,"3,892 ","1,680 ","1,459 ","1,145 ",254 ,61 ,-   ,240 ,-   ,34 
,40016,경기,화성,마도,쌍송,마도IC ~ 마도JCT,15.8~16.3,0.5 ,4,수,-     ,-     ,-     ,"10,101 ","7,017 ","4,660 ",164 ,943 ,523 ,340 ,229 ,87 ,17 ,-   ,42 ,-   ,12 
수도권제2순환선(광주),곤지암 - 서용인,,,,,,,17.0 ,,12,-     ,-     ,-     ,-     ,"19,223 ","12,709 ",379 ,"3,351 ","1,626 ",652 ,333 ,83 ,34 ,1 ,47 ,1 ,7 
,,,,,,,,,,24,-     ,-     ,-     ,-     ,"22,722 ","14,920 ",447 ,"3,813 ","1,971 ",834 ,476 ,108 ,44 ,1 ,99 ,1 ,8 
,40017,경기,광주,도척,유정,곤지암JC ~ 도척IC,0~4,4.0 ,4,수,-     ,-     ,-     ,-     ,"15,698 ","10,070 ",278 ,"3,012 ","1,397 ",528 ,208 ,79 ,34 ,-   ,86 ,1 ,5 
,40018,경기,광주,도척,유정,도척IC ~ 포곡IC,4~15,11.0 ,4,수,-     ,-     ,-     ,-     ,"24,438 ","16,091 ",449 ,"3,982 ","2,123 ",936 ,584 ,114 ,46 ,1 ,102 ,1 ,9 
,40019,경기,용인,포곡,영문,포곡IC ~ 서용인JCT,15~17,2.0 ,4,수,-     ,-     ,-     ,-     ,"27,337 ","18,176 ",778 ,"4,485 ","2,284 ",884 ,421 ,135 ,53 ,1 ,111 ,2 ,7 
,서용인 - 동탄,,,,,,,14.0 ,,12,-     ,-     ,-     ,-     ,"34,298 ","21,859 ","1,006 ","5,532 ","3,078 ","1,680 ",570 ,313 ,78 ,1 ,127 ,11 ,43 
,,,,,,,,,,24,-     ,-     ,-     ,-     ,"45,962 ","29,899 ","1,263 ","6,846 ","3,995 ","2,310 ",763 ,456 ,110 ,1 ,249 ,11 ,59 
,40020,경기,용인,포곡,마성,서용인JCT ~ 서용인IC,17~21.4,4.4 ,4,수,-     ,-     ,-     ,-     ,"52,996 ","34,349 ","1,406 ","7,823 ","4,443 ","3,003 ","1,020 ",476 ,131 ,1 ,257 ,12 ,75 
,40021,경기,용인,처인,삼가,서용인IC ~ 동탄IC,21.4~25.8,4.4 ,4,수,-     ,-     ,-     ,-     ,"37,995 ","23,900 ","1,046 ","5,953 ","3,583 ","2,031 ",627 ,455 ,94 ,1 ,243 ,9 ,53 
,40022,경기,화성,,중,동탄IC ~ 동탄JCT,25.8~31,5.2 ,4,수,-     ,-     ,-     ,-     ,"46,748 ","31,210 ","1,325 ","6,776 ","3,965 ","1,959 ",660 ,440 ,105 ,1 ,246 ,11 ,50 
중부내륙지선,현풍 - 옥포,,,,,,,15.3 ,,12,"31,390 ","31,329 ","29,646 ","31,431 ","32,276 ","21,208 ",589 ,"4,930 ","1,941 ","1,656 ",490 ,789 ,-   ,-   ,448 ,8 ,217 
,,,,,,,,,,24,"40,668 ","39,924 ","38,059 ","39,864 ","41,864 ","27,970 ",781 ,"5,838 ","2,464 ","2,191 ",612 ,"1,075 ",-   ,-   ,653 ,11 ,269 
,45101,대구,달성,현풍,지동,현풍JCT ~ 북현풍하이패스IC,0~3.1,3.1 ,4,수*,"36,268 ","34,394 ","33,231 ","36,354 ","38,553 ","25,666 ",710 ,"5,460 ","2,283 ","2,020 ",568 ,992 ,-   ,-   ,595 ,10 ,249 
,45101-1,대구,달성,현풍,성화,북현풍하이패스IC ~ 달성IC,3.1~12.4,9.3 ,4,수*,"39,389 ","38,735 ","36,273 ","39,358 ","41,650 ","27,796 ",773 ,"5,788 ","2,469 ","2,196 ",612 ,"1,077 ",-   ,-   ,659 ,11 ,269 
,45102,대구,달성,옥포,송촌,달성IC ~ 옥포JCT,12.4~15.3,2.9 ,4,수*,"49,472 ","49,646 ","48,942 ","45,237 ","46,090 ","30,991 ",880 ,"6,402 ","2,641 ","2,357 ",661 ,"1,157 ",-   ,-   ,697 ,12 ,292 
,옥포 - 금호,,,,,,,14.7 ,,12,"54,125 ","55,021 ","61,068 ","64,691 ","71,557 ","50,058 ","1,057 ","10,355 ","3,066 ","3,342 ","1,588 ","1,161 ",23 ,32 ,522 ,68 ,285 
,,,,,,,,,,24,"70,012 ","71,436 ","77,219 ","83,275 ","90,732 ","63,415 ","1,333 ","12,472 ","3,972 ","4,544 ","2,044 ","1,620 ",29 ,37 ,797 ,100 ,369 
,45103,대구,달성,옥포,본리,옥포JCT ~ 화원옥포IC,15.3~17.2,1.9 ,8,수*,"82,321 ","76,890 ","73,458 ","88,710 ","100,188 ","69,650 ","1,472 ","13,755 ","4,495 ","5,141 ","2,299 ","1,856 ",32 ,37 ,921 ,109 ,421 
,45104,대구,달성,화원,설화,화원옥포IC ~ 유천하이패스IC,17.2~20.1,2.9 ,8,수*,"92,282 ","93,640 ","95,748 ","102,819 ","103,199 ","71,737 ","1,516 ","14,170 ","4,630 ","5,299 ","2,367 ","1,914 ",33 ,39 ,950 ,113 ,431 
,45104-1,대구,,달서,유천,유천하이패스IC ~ 남대구IC,20.1~23.2,3.1 ,8,수*,"44,916 ","46,632 ","72,191 ","77,613 ","94,953 ","66,519 ","1,395 ","13,070 ","4,116 ","4,684 ","2,121 ","1,669 ",31 ,39 ,816 ,104 ,389 
,45105,대구,,달서,월성,남대구IC ~ 서대구IC,23.2~28.1,4.9 ,6,수*,"47,109 ","48,501 ","51,261 ","52,593 ","61,134 ","42,865 ",897 ,"8,410 ","2,638 ","3,017 ","1,361 ","1,067 ",20 ,26 ,521 ,69 ,243 
,45107,대구,,서,상리,서대구IC ~ 금호JCT,28.1~30,1.9 ,8,상,"123,205 ","130,830 ","126,685 ","135,640 ","131,690 ","92,413 ","1,936 ","18,097 ","5,653 ","6,502 ","2,931 ","2,285 ",42 ,57 ,"1,118 ",144 ,512 
중앙선지선,김해 - 대동,,,,,,,9.2 ,,12,"32,625 ","32,893 ","33,539 ","33,551 ","31,160 ","21,484 ",416 ,"3,869 ","2,100 ","1,226 ",428 ,750 ,2 ,1 ,575 ,20 ,289 
,,,,,,,,,,24,"41,888 ","43,509 ","42,148 ","43,743 ","40,732 ","28,084 ",543 ,"5,058 ","2,745 ","1,602 ",560 ,980 ,3 ,1 ,752 ,26 ,378 
,55104,경남,김해,대동,예안,김해JCT ~ 대동JCT,0~9.2,9.2 ,4,상,"41,888 ","43,509 ","42,148 ","43,743 ","40,732 ","28,084 ",543 ,"5,058 ","2,745 ","1,602 ",560 ,980 ,3 ,1 ,752 ,26 ,378 
,대동 - 양산,,,,,,,8.2 ,,12,"80,387 ","73,878 ","70,460 ","70,880 ","72,349 ","44,469 ",915 ,"11,880 ","4,823 ","4,029 ","1,272 ","2,175 ",24 ,1 ,"2,034 ",25 ,702 
,,,,,,,,,,24,"104,312 ","95,070 ","90,618 ","92,251 ","96,066 ","59,928 ","1,189 ","14,533 ","6,596 ","5,319 ","1,770 ","2,910 ",30 ,5 ,"2,757 ",40 ,989 
,55101,경남,김해,대동,월촌,대동JCT ~ 물금IC,9.2~13.4,4.2 ,6,수*,"121,026 ","104,367 ","98,745 ","100,851 ","104,006 ","64,930 ","1,278 ","15,629 ","7,196 ","5,744 ","1,928 ","3,154 ",32 ,6 ,"2,983 ",43 ,"1,083 "
,55102,경남,양산,물금,증산,물금IC ~ 남양산IC,13.4~15.7,2.3 ,6,수*,"83,212 ","87,299 ","85,241 ","85,806 ","86,297 ","53,789 ","1,071 ","13,184 ","5,869 ","4,773 ","1,572 ","2,618 ",27 ,4 ,"2,475 ",37 ,878 
,55103,경남,양산,동,석산,남양산IC ~ 양산JCT,15.7~17.4,1.7 ,4,수*,"92,271 ","83,305 ","78,527 ","80,421 ","89,664 ","55,875 ","1,128 ","13,649 ","6,097 ","5,010 ","1,647 ","2,701 ",28 ,5 ,"2,578 ",37 ,909 
부산외곽순환선,진영 - 대감,,,,,,,26.2 ,,12,"25,335 ","30,459 ","30,970 ","30,963 ","32,579 ","20,689 ",216 ,"4,993 ","1,698 ","1,577 ","1,346 ","1,287 ",2 ,-   ,585 ,3 ,183 
,,,,,,,,,,24,"33,102 ","38,079 ","38,903 ","40,280 ","42,359 ","27,013 ",257 ,"6,172 ","2,197 ","2,049 ","1,757 ","1,678 ",2 ,-   ,994 ,7 ,233 
,60001,경남,김해,진영,우동,진영JCT ~ 진영IC,0~5.2,5.2 ,4,수*,"28,312 ","30,080 ","29,753 ","33,211 ","33,140 ","20,920 ",203 ,"4,853 ","1,753 ","1,655 ","1,411 ","1,336 ",2 ,-   ,812 ,6 ,189 
,60002,경남,김해,진영,설창,진영IC ~ 한림IC,5.2~9,3.8 ,4,수*,"30,271 ","33,500 ","33,773 ","36,432 ","38,870 ","24,707 ",237 ,"5,660 ","2,028 ","1,907 ","1,625 ","1,552 ",2 ,-   ,930 ,6 ,216 
,60003,경남,김해,한림,명동,한림IC ~ 광재IC,9~17.2,8.2 ,4,수*,"32,044 ","36,227 ","37,521 ","38,463 ","41,538 ","26,471 ",251 ,"6,063 ","2,158 ","2,011 ","1,728 ","1,650 ",2 ,-   ,973 ,6 ,225 
